,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6314,Inshallah tor jonno doa korbo.  jesiar shei dokhina Batash er Karon e tor hair noshto hoye gese seta jno thik hoye Jay..... ??,0.0,0.0,0.0,0.0,0.0,0.0
6315,আমরা কি শিকবো,0.0,0.0,0.0,0.0,0.0,0.0
6316,নাইজুবিল্লাহ,1.0,1.0,0.0,0.0,0.0,0.0
6317,অভাক হয়ে গেলাম🥰🥰🥰😇😇😇😇,0.0,0.0,0.0,0.0,0.0,0.0
6318,আপডেট শয়তান যারা তারা ,0.0,0.0,0.0,0.0,1.0,0.0
6319,একেই বলে ঠেলার নাম বাবাজী😉😉😉 এ ঠেলা অন্যায়ের ঠেলা!,1.0,0.0,0.0,0.0,0.0,0.0
6320,tor bonre chudi khankir pola😡😡,1.0,1.0,1.0,1.0,0.0,0.0
6321,Comment kore galam jate notification paye sobar comment porta pari,1.0,0.0,0.0,0.0,0.0,0.0
6322,পাগল নাকি তুই,0.0,0.0,0.0,0.0,1.0,0.0
6323,tui to 24 number 😡😡😡,0.0,0.0,0.0,0.0,1.0,0.0
6324,woow🥰,0.0,0.0,0.0,0.0,0.0,0.0
6325,আশা করি লাইক এবং ফোলো ব্যাক দেবেন😏,0.0,0.0,0.0,0.0,0.0,0.0
6326,পেছনের টাকে ভালো লাগছে,1.0,0.0,0.0,0.0,0.0,0.0
6327,vai oooii,0.0,0.0,0.0,0.0,0.0,0.0
6328,এটা রাকিয়া কিতা করতায় কুলিয়া দাও,1.0,0.0,0.0,0.0,0.0,0.0
6329,দুই সানিলিওন একসাথে হইছে,1.0,0.0,0.0,0.0,0.0,0.0
6330,ফলো না দিলে শাপট দিবনা,0.0,0.0,0.0,0.0,0.0,0.0
6331,এটা দেখার বাকি ছিলো 🥰😂😂,1.0,0.0,0.0,0.0,1.0,0.0
6332,পরিমনির দিন শেষ সানি লিওনের বাংলাদেশ😭😭😭😭,0.0,0.0,0.0,0.0,1.0,0.0
6333,"জেগুন বোরকা খুলে নাচে, হিগুন বেয়াদপ",0.0,0.0,0.0,0.0,1.0,0.0
6334,valo hoye jaben 😏😏😏,0.0,0.0,0.0,0.0,0.0,0.0
6335,পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল পুতুল লাগছে আপুর 🥰🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
6336,kobe debi ?,0.0,0.0,0.0,0.0,0.0,0.0
6337,টাকলু মুরাদের মত অনেক নেতা সানি লিওন কে এখন ভোগ করবে আমার সাথে যদি সবাই একমত হন তাহলে লাইক দিয়ে যাবেন😂😂😂,0.0,0.0,1.0,0.0,0.0,0.0
6338,"আসসালামু★আলাইকুম🥰꧂
꧁😍ফলো😍꧂
꧁❤️লাইক❤️꧂
꧁💙কমেন্ট💙꧂
꧁💖শেয়ার💖꧂
꧁💜করছি★আসা★করি★ব্যাক★পাব🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",0.0,0.0,0.0,0.0,0.0,0.0
6339,mutku madarchod 😳,1.0,0.0,1.0,0.0,1.0,1.0
6340,কঠোর বিচার হওয়া উচিত,1.0,0.0,0.0,0.0,1.0,0.0
6341,"একটা মাগিকে নিয়ে সব মাদারচোদরা গর্বিত ধিক্কার সবাই কে,,,৷",1.0,1.0,1.0,0.0,0.0,1.0
6342,Ami e ak matro manus? J ai abal er abal marka post er comment dekhe binodon newar jonno ai page a like dya rakhsi? ??,1.0,0.0,0.0,0.0,1.0,0.0
6343,wow...she is a doll😳,0.0,0.0,0.0,0.0,0.0,0.0
6344,tui akta magi,1.0,1.0,1.0,0.0,0.0,0.0
6345,training niche suny kache,1.0,0.0,0.0,0.0,0.0,0.0
6346,Reshma Pyar Atul Giri gaan,0.0,0.0,0.0,0.0,0.0,0.0
6347,ঠিক আছে,0.0,0.0,0.0,0.0,0.0,0.0
6348,"sunny leon + dighi leon,update samne dekhte pabo ishallha
amra r koto nice nambo janina.",1.0,0.0,0.0,0.0,1.0,0.0
6349,Comment a sobi galagali kore agula koira ki hoybo parle salman bayer moto kew kisu achieve koira theakha tarpor take kisu kois..,0.0,0.0,0.0,0.0,0.0,0.0
6350,xxxx🥰😂,1.0,0.0,0.0,0.0,0.0,0.0
6351,ফিগার হেবি লাগছে গো,1.0,0.0,1.0,0.0,1.0,0.0
6352,ভাই জিতসেন,1.0,0.0,0.0,0.0,0.0,0.0
6353,কিয়ামতের আলামত শুরু হয়ে গেছে,0.0,0.0,0.0,0.0,1.0,0.0
6354,আগুন লাইছে মনে,0.0,0.0,0.0,0.0,0.0,0.0
6355,করবানির গরু রে ভাই,0.0,0.0,0.0,0.0,0.0,0.0
6356,কেয়ামতের আলামত এগুলা,1.0,0.0,0.0,0.0,0.0,0.0
6357,পাজিল কোথাকার,0.0,0.0,0.0,0.0,1.0,0.0
6358,পারলে আমার উত্তর দিস মনে করে মনে ভয় পাইছো,1.0,1.0,0.0,0.0,0.0,0.0
6359,দিলে তো নুনু টা খাড়া করে,1.0,0.0,0.0,0.0,0.0,0.0
6360,rat var codung ga,1.0,1.0,1.0,1.0,0.0,0.0
6361,"এটা কোন কমিউনিটি সেন্টার নয়, এটা হোয়াইট হাউস, তিনি সাধারণ এমপি মন্ত্রী না, তিনি যুক্তরাষ্ট্রের প্রেসিডেন্ট, আর এই যুক্তরাষ্ট্র যেই দেশে কোন উসিলায় সুবিচার পাইয়ে দেয়ার জন্য মাত্র একটা খাঁটি করতে পারে, সেই দেশ আর দেশ থাকে না ইরাক, আফগানিস্তান হয়ে যায়, আর ওবায়দুল কাদের এর কথা অনুযায়ী কোন সাধারন মশা মাছির দ্বারা সম্ভব নয় সেখানে গিয়ে বাংলাদেশের ওপর যুক্তরাষ্ট্রের হস্তক্ষেপ চাওয়া, অতএব প্রিয়া শাহ শুধু একজন ব্যক্তি নয় তার পেছনে নিশ্চয়ই অনেক বড় শক্তি কাজ করে,  আর প্রিয়াশা নিজেই বলেছে আমার গ্রিনকার্ড কি দরকার, গ্রিন কার্ড পাওয়ার জন্য কি প্রেসিডেন্টের কাছে যেতে হয়? তবে আমি মনে করি প্রিয়া শাহ এর একটা লোম ও ছিড়বে না সরকার যে কোন অজুহাত দিয়ে জনগণকে বুঝিয়ে দেবে",1.0,0.0,0.0,0.0,1.0,0.0
6362,পাঁড়ার পোয়া পাঁড়া,0.0,0.0,1.0,0.0,0.0,0.0
6363,কেম ডা লাগে আর একটু জন্য কেউ দেখতে পারলো না 😜😜😜😜 নষ্ট কোথা কার 🤭🤭🤭🤭🤭🤭🤫🤫🤫,1.0,0.0,0.0,0.0,0.0,0.0
6364,আমার ত😅 অনেক বালো লাকতা ছে,0.0,0.0,0.0,0.0,0.0,0.0
6365,??  mane seriously????......kicu manuser oke karap lage that's ok...but ajker topic tate aisob lame comment kivabe kora jay??????,0.0,0.0,0.0,0.0,0.0,0.0
6366,vai akta kota boli akta meya ta borka pore nacolo tai ato kicu hoya gece na ato meya ra j sot sot kapor pore nace tader niya kicu bolte paren na 😡😡,0.0,0.0,0.0,0.0,0.0,0.0
6367,ছাগল,1.0,0.0,0.0,0.0,0.0,0.0
6368,অনেক জোস🥰🥰🥰 তোমার,0.0,0.0,0.0,0.0,0.0,0.0
6369,আমরা সবাই নামাজ পড়ি কোরআন পড়ি আল্লাহর পথে চলি সুন্দরভাবে গরি চোখ বুজিলে দুনিয়া অন্ধকার এক সেকেন্ডের বিশ্বাস নাই বিশ্বাস কে🤲🤲🤲,0.0,0.0,0.0,0.0,0.0,0.0
6370,কালো কি জানি দেখা যাচ্ছে 😳,1.0,0.0,0.0,0.0,0.0,0.0
6371,সদ্যই বিশ্বকাপ অভিযান শেষ করে অবসরের ঘোষণা দেওয়া ইমরান তাহির। একজন ইমরান তাহিরের অভাব কতটা অনুভব করবে প্রোটিয়ারা?,1.0,0.0,0.0,0.0,0.0,0.0
6372,তরে চুদে নডির পুলা😏😏,1.0,1.0,1.0,0.0,0.0,0.0
6373,এক ঝাক নডির পোলা,0.0,0.0,1.0,0.0,1.0,0.0
6374,পাগলের মত লাগে 😁😁😁,0.0,0.0,1.0,0.0,0.0,0.0
6375,আজ সাঈদী সাহেব প্রেসিডেন্ট থাকলে টিকটক app বাংলাদেশের মানুষ চোখেই দেখত না,0.0,0.0,0.0,0.0,0.0,0.0
6376,আমি ভয় পাইছি..,0.0,0.0,0.0,0.0,0.0,0.0
6377,so cute apu🥰🥰🥰🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
6378,অনেক নিকৃষ্ট জাতির একটা সৌদিরা,1.0,0.0,0.0,0.0,1.0,1.0
6379,অপু আপনাকে দেখে মসা ও রক্ত ডোনেট করবে ।,0.0,0.0,0.0,0.0,0.0,0.0
6380,But jodi oi meye gula bole dito je ke private parts niye kotha boltesilo oder moddhe koyekjon mile shei meye ke group kore rape korto je salman muqtadir er kase amader insult korse that's why... Nijeke bachanor jonno meye ra eshob dekheo silent thake...eta chara aar korar kisu nai o????,0.0,0.0,0.0,0.0,0.0,0.0
6381,কি দেখায় মরবেন😏😏,1.0,0.0,0.0,0.0,0.0,0.0
6382,অনেক সুন্দর লাগছে তোমাকে,0.0,0.0,0.0,0.0,0.0,0.0
6383,Orey kotto mair khaichi ei game er jonno ??,0.0,0.0,0.0,0.0,0.0,0.0
6384,ছাইয়া খোল,1.0,0.0,0.0,0.0,0.0,0.0
6385,এভাবে লাফালাফি করলে মাটি ফেটে যাবে🥺🥺🥺🥺🥺 এভাবে লাফালাফি করবেন না প্লিজ😏😏😏😏😏,0.0,1.0,0.0,0.0,1.0,0.0
6386,গরু এর বাচ্চা,1.0,0.0,0.0,0.0,1.0,0.0
6387,Chokher pani ehon koi rakhi...????anonde je pani joima geche ga...??,0.0,0.0,0.0,0.0,0.0,0.0
6388,tui to 12 vatarye,1.0,0.0,0.0,0.0,1.0,0.0
6389,ho boji nah ami,0.0,0.0,0.0,0.0,0.0,0.0
6390,এরকুম মেয়ে থাকার ধরকার নাই😅😅,1.0,0.0,0.0,0.0,1.0,0.0
6391,পাসাডা৪৫ বাবাগো পুরা হাতী,1.0,1.0,0.0,0.0,0.0,0.0
6392,voice ta kintu joss🥰,0.0,0.0,0.0,0.0,0.0,0.0
6393,ঝুলে আছে,0.0,0.0,1.0,0.0,0.0,0.0
6394,uni k?,0.0,0.0,0.0,0.0,1.0,0.0
6395,plz saport korben apni 🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
6396,এগুলা মহিলা ত বাইন চুদ বুরকা পইরা নাচে,0.0,1.0,1.0,0.0,0.0,0.0
6397,ঠিক মতো **ffঅভাবে এমর হয়,1.0,0.0,1.0,0.0,0.0,0.0
6398,wow...,0.0,0.0,0.0,0.0,0.0,0.0
6399,কিছু কমু না 🥺🥺🥺🥺,0.0,0.0,0.0,0.0,1.0,0.0
6400,"Nam ""Pagoler heda mohajon"" dis, arekta hole.",1.0,0.0,0.0,0.0,0.0,0.0
6401,ট্রেনিং সেন্টার খুলবে নাকি 😂,0.0,0.0,0.0,0.0,1.0,0.0
6402,আন্টি আপনার পেনটি দেখা যায় সরম,1.0,0.0,1.0,0.0,0.0,0.0
6403,wwoow,0.0,0.0,0.0,0.0,0.0,0.0
6404,তুই কি মানুষ হবিনা?,1.0,0.0,0.0,0.0,0.0,0.0
6405,মেয়েরা এগিয়েছে !,1.0,0.0,0.0,0.0,0.0,0.0
6406,পতিতা দু'টাই একজাগায়🤔🙄,1.0,1.0,0.0,0.0,0.0,0.0
6407,"১২ লাখ  টাকা তারাই দিছে যারা ওর গডফাদার, আইনের আওতায় আনা হউক এই গডফাদারদের, নাহলে বিচার সঠিক হবে না।",0.0,0.0,0.0,0.0,0.0,0.0
6408,Kano amar dash police. Army .rab.tara ar koby manous hobby,1.0,1.0,0.0,0.0,1.0,0.0
6409,কুত্তার বাচ্চা তুই হিজড়া,0.0,0.0,0.0,0.0,1.0,1.0
6410,asole sariter dam 1500 ordhek lose khaice sure....ora jane 5000 blle 3000 hzr blbe r 3000 blle 1500,,0.0,0.0,0.0,0.0,0.0
6411,Top fan na but 14 theke achi.,0.0,0.0,0.0,0.0,0.0,0.0
6412,আইচ্ছা আপু আপনে কি লুচ্চা না কি ছেলে নিয়ে বিডিও করেন,1.0,0.0,0.0,0.0,1.0,0.0
6413,"আমি আস্তাছি, দারাউ জান 😁",0.0,0.0,0.0,0.0,0.0,0.0
6414,voice tar crush khaise 🥰,0.0,0.0,0.0,0.0,0.0,0.0
6415,Suny Leon+ Dighi Leon,1.0,0.0,0.0,0.0,0.0,0.0
6416,wow Super,0.0,0.0,0.0,0.0,0.0,0.0
6417,পাগল&ছাগল কোথায় থেকে আসে টিকটকে ৷,0.0,0.0,0.0,0.0,1.0,0.0
6418,chesra salman ktto bar love you bllm replay dili na ?,1.0,1.0,0.0,0.0,1.0,0.0
6419,Dekho faltumi chere dao  Valo hoye jao  Ar hea ai t-shirt ? jassia k dao or jama kapor ar ovab or upokar hobe ...,0.0,0.0,0.0,0.0,0.0,0.0
6420,purai elephant🥰🥰🥰,1.0,0.0,0.0,0.0,0.0,1.0
6421,vai ai kalar ta ki kore banai bolben plz,1.0,0.0,0.0,0.0,1.0,1.0
6422,খানকির সাথে খানকিই মিলে😅😅😅😂,0.0,0.0,1.0,0.0,0.0,0.0
6423,নাউজুবিল্লাহ্ হারামজাদা কোথাকার কাফেরের বাচ্চা 😡😡😡😡😡😡,1.0,1.0,1.0,0.0,1.0,0.0
6424,গারমেনচের মাইয়া😂,1.0,0.0,0.0,0.0,1.0,0.0
6425,Nine 🥰,0.0,0.0,0.0,0.0,0.0,0.0
6426,এমন বড় ঢাপ জিবনে দেখিনাই😅😅😅😅,0.0,1.0,0.0,0.0,1.0,0.0
6427,You Xxxx,1.0,0.0,1.0,0.0,0.0,0.0
6428,ki ekta obosta.tmder asholei kam kaj nai eisob comment koira j ki moja pao tmra allah e jane ekta mnusher piche emne porar kono manei nai tmdr,0.0,0.0,0.0,0.0,0.0,0.0
6429,এর মাতা দুশনি হালা মেনটাল,1.0,0.0,0.0,0.0,0.0,0.0
6430,seii🥰 apu 😎✌️,0.0,0.0,0.0,0.0,0.0,0.0
6431,Sei moja pailam...... But onk kosto hoy Salman akhn ar vid kora na bole..... Plz bro Salman plz plz come back....,0.0,0.0,0.0,0.0,0.0,0.0
6432,Akhn bongo te dhukar dhanday asa.... Amader muqtadir vai ..??,0.0,0.0,0.0,0.0,0.0,0.0
6433,"Darun, osadharon golpo",0.0,0.0,0.0,0.0,0.0,0.0
6434,"আমার মনে হয়
বিয়ের জন্য পাগল হয়ে গিয়েছে 😅😅😅",0.0,0.0,0.0,0.0,1.0,0.0
6435,আমাদের দেশের লোক কারো বিষয়ে সমালোচনার দিক থেকে ১ নাম্বার…👍,0.0,0.0,0.0,0.0,0.0,0.0
6436,pichoner jon toh purai agun🔥,0.0,0.0,0.0,0.0,0.0,0.0
6437,দখল মুক্ত করা হোক,0.0,0.0,0.0,0.0,0.0,0.0
6438,খুলি ফেলতি ভাইরাল হইতি হালি,1.0,0.0,0.0,0.0,0.0,0.0
6439,আহ কত কয়েন গেলো এই গেমের জন্য।,0.0,0.0,0.0,0.0,0.0,0.0
6440,কোন টা 🤔🤔সানি লিওন আমাকে কেউ একটু বলবা 🙄🙄সানি লিওন ছেলে না মেয়ে 🥺🥺,1.0,0.0,0.0,0.0,0.0,0.0
6441,"ধোন পাগল,,,",1.0,0.0,0.0,0.0,0.0,0.0
6442,Baire gele to manus juta pita korbe accha basae pic tule ei up dei ??????,0.0,0.0,0.0,0.0,0.0,0.0
6443,Super hot,0.0,0.0,0.0,0.0,0.0,0.0
6444,আরে এরা কারা 😳,0.0,0.0,0.0,0.0,0.0,0.0
6445,ভাই নামাজ পড়ে আইসাই তোর পিক দেখলাম।তাই কিছু কইলাম না।বেচে থাক তুই।সারাজীবন মানুষের গালাগালি শুনার জন্য।,1.0,0.0,0.0,0.0,0.0,0.0
6446,আমি বুঝলাম না সব পাগল কি টিক টকে থাকে না কি,0.0,0.0,0.0,0.0,1.0,1.0
6447,Tor paca এত বড় ke,1.0,0.0,0.0,0.0,0.0,0.0
6448,আমার ভালোবাসা সানি লিওন😳😳,0.0,0.0,0.0,0.0,1.0,0.0
6449,ছোট খাট হাতির বচ্চা,1.0,0.0,0.0,0.0,1.0,0.0
6450,o jolhosti,0.0,0.0,0.0,0.0,1.0,1.0
6451,কুত্তার বাচ্চা নষ্ট মহিলা দের এই দেশ থেকে বিদায় করা উচিত মালাউন এর বাচ্চা কল,1.0,0.0,0.0,1.0,1.0,0.0
6452,দুই ভাই গুন্ডা  কোন মায়ের ঘরে জন্ম  নিছে,0.0,0.0,0.0,1.0,0.0,0.0
6453,Akhon o khelte ichaa kore,0.0,0.0,0.0,0.0,0.0,0.0
6454,"কমেন্ট পরে ভালো লাগলো, ধন্যবাদ সবাইকে।😶",1.0,1.0,1.0,0.0,0.0,0.0
6455,আমার জামাইয়ের থেকে ৩ ডাবল 😁😁,0.0,0.0,0.0,0.0,1.0,1.0
6456,Eikhane jotto commenter ra ace sob koita abal. Toder ki kew koice comment korbar??  Parle unfollow kor Khaicchor er dol,1.0,0.0,0.0,0.0,1.0,0.0
6457,প্রিয়ার বক্তব্যে ষড়যন্ত্র আছে কি না খতিয়ে দেখার অনুরোধ,0.0,1.0,0.0,0.0,0.0,0.0
6458,দিবা তোমার ফিগারটা দায়িত্বটা নিতে,0.0,0.0,0.0,0.0,0.0,0.0
6459,নাইজ দুদ,0.0,0.0,0.0,0.0,1.0,0.0
6460,কুততা,0.0,0.0,0.0,0.0,1.0,0.0
6461,গোয়া কি জানতে চাওয়া আমার মন..😂😂,0.0,0.0,1.0,0.0,0.0,0.0
6462,"এই মটুর বউ হওয়ার যগ্য যারা,,, ময়না, সুমি,শিলা, ফারিয়া, সুবর্ণা, সাথী,রিমা, তমা,তন্নি,শাপলা, রুমি, এরকম আরও অনেকেই আছে😀😄😃😳😅",0.0,0.0,0.0,1.0,0.0,0.0
6463,ki korlaaaaa miaaaa,0.0,0.0,0.0,0.0,0.0,0.0
6464,Your link plz..,0.0,0.0,0.0,0.0,0.0,0.0
6465,"আমার এক্স সানি লিওনের ভক্ত,,কেউ একটু আমার এক্সকে বল সানি লিওন এখন বাংলাদেশে😅",0.0,0.0,0.0,0.0,0.0,0.0
6466,"গুয়া""টা কমাবো😂😁",0.0,0.0,1.0,0.0,0.0,0.0
6467,tar bhagai ta ke bivinna dike niye chalana karese pritiva may bhaga niye janma grahan karese.,0.0,0.0,0.0,0.0,0.0,0.0
6468,Crime patrol e dekhechhi onl aage,0.0,0.0,0.0,0.0,0.0,0.0
6469,কালো পেন্টি পরেছো তুমি,1.0,1.0,1.0,0.0,0.0,0.0
6470,"what,,,,, 🥰😂😂😳😏😏😅😌",0.0,0.0,0.0,0.0,0.0,0.0
6471,আপনারা যাওয়ার আগে কিছু মশা সংগ্রহ করে বাড়িতে নিয়ে যাবেন,1.0,0.0,0.0,0.0,0.0,0.0
6472,"এই ধরনের ভিডিওদেখলে শরীর চাঙ্গা হয়।
শরীরের রোগ প্রতিরোধ ক্ষমতা বাড়ে।
বেশি বেশি ঘুম হয়।
বেশি বেশি বাঁচতে ইচ্ছে হয়।",0.0,0.0,0.0,0.0,0.0,0.0
6473,"দিঘির আইকন এখন বাংলাদেশে,🥴",0.0,0.0,0.0,0.0,0.0,0.0
6474,"উগান্ডায় শরণার্থী হিসাবে আশ্রয় দেওয়া যেতে পারে,,,",1.0,0.0,0.0,0.0,0.0,0.0
6475,গালাগালি দেখতে আসলাম তোর পোস্টে। মিশা ভাইয়ের বন্দুকের নলটা শুধু তোর পেছন খুজবে এখন।একদম ল্যাডা ব্যাডা কইরে দিবে তোকে,1.0,1.0,1.0,0.0,1.0,0.0
6476,"""যেখানেই হাগো, ভাল করে হাগো""",1.0,1.0,1.0,0.0,0.0,0.0
6477,R ekta uthale pussy dekha jeto🙊,1.0,1.0,0.0,0.0,0.0,0.0
6478,নটি,1.0,0.0,0.0,0.0,0.0,0.0
6479,এতে প্রমান হল যে বুড়া বয়সেও তর মুখ খ্যান পুকটির মতন লাগবে 😠,1.0,1.0,1.0,0.0,1.0,0.0
6480,Duniyai kicu holei victim blame beshi hoi...cele hok ba mey.... :(,1.0,0.0,0.0,0.0,0.0,0.0
6481,কি মোডা,0.0,0.0,0.0,0.0,1.0,0.0
6482,Valo manusher likha valoi hoy..????,0.0,0.0,0.0,0.0,0.0,0.0
6483,কেউ কী ভালো ভাবে বলবেন এনি Made in কী,1.0,0.0,0.0,0.0,0.0,0.0
6484,এটাকি মানুষ নাকি পুতুল,1.0,0.0,0.0,0.0,1.0,0.0
6485,Balo hoichy,0.0,0.0,0.0,0.0,0.0,0.0
6486,prithibir Sob thike... valo and Pobitro nari...amdir Sobr priyo Sunny Leon.. 😂😂🙂🙂,0.0,0.0,0.0,0.0,0.0,0.0
6487,"Bujsi Jashia nai 1.31 min o nai,akha coltase motivational kotha batra boila tk income er danda kortesa polada??",0.0,0.0,0.0,0.0,0.0,0.0
6488,"আমি অলরেডি চিকন হয়ে যাবো 😳😳 তখন নায়ক সাকিব খান ওও আমার পিছনে ঘুরবে,, দেইখো সবাই 😳😳 গীতিকার কিরিম আফা😎😎😎",0.0,0.0,0.0,0.0,0.0,0.0
6489,ভালো,0.0,0.0,0.0,0.0,0.0,0.0
6490,oi 2 crore bekar er uchit jessica'r sathe tumar moto porn toire kora. tumi A+ paile bolio. desh ekta educated porn star dekhte chayyy.,1.0,0.0,1.0,0.0,0.0,0.0
6491,uff. s😱😱😱😋😋😋😋,1.0,0.0,0.0,0.0,0.0,0.0
6492,এই মেয়েরে কই বেটা রেপকরচে কেটা জানে😳😳😳😳😳,1.0,0.0,0.0,1.0,0.0,0.0
6493,sani masi😂😂😂😂😂,0.0,0.0,0.0,0.0,0.0,0.0
6494,Ekhon erokom goru common hoye gese.... GME agro er Brahams niye report koren.... Oder goru gulu asoley  fantastic....,0.0,0.0,0.0,0.0,0.0,0.0
6495,দে লারা চিনি ছারা,0.0,0.0,0.0,0.0,0.0,0.0
6496,টাকা যখব পকেটএ বরে তখন কি বলে নিজে জানে না😂😂😂,1.0,0.0,0.0,0.0,0.0,0.0
6497,নাইস আপু🥰🥰,1.0,0.0,1.0,0.0,0.0,0.0
6498,আমার টা কেনো ভাইরাল হ না,0.0,0.0,0.0,0.0,0.0,0.0
6499,এটা সানিলিয়ন নাকি আওয়ামীগ এত খারাপ যে?😂😂,0.0,1.0,0.0,0.0,0.0,1.0
6500,হয়ত এই একটিমাত্র কারনেই সৃষ্টিকর্তার করুনায় সিক্ত হতে পারেন তিনি। আল্লাহ যেন তাকে জান্নাত নসীব করুন। আমিন।,0.0,0.0,0.0,0.0,0.0,0.0
6501,sunny er sate digi kno.... hat pat nicche 😎😎,0.0,0.0,0.0,0.0,0.0,0.0
6502,এই বটলা কইত্তে আইসে,0.0,0.0,0.0,0.0,1.0,0.0
6503,ঠিক আছে ভাই 🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
6504,এই ছেলেটার কি Gender এ problem 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,0.0,0.0,0.0,0.0,0.0,1.0
6505,কিছু বলা যাবে না বললে আবার আমার দোষ হবে 🥺,0.0,0.0,0.0,0.0,1.0,0.0
6506,pore dakh. Hahahahaaa,0.0,0.0,0.0,0.0,0.0,0.0
6507,Aro veshi veshi video aplode koren  inshalla apnar Subscribe bere jabe ami duya kori baiya apnei best you tuber,0.0,0.0,0.0,0.0,0.0,0.0
6508,কালো ব্রা টা খুব সুন্দর :-D,0.0,1.0,1.0,0.0,0.0,0.0
6509,আমার কলিজাটা,0.0,0.0,0.0,0.0,0.0,0.0
6510,"Hahaha well said. Ei jara boycott boycott kortese, aarong jdi 30% sale dey shbar age orai jabe.",0.0,0.0,0.0,0.0,0.0,0.0
6511,Class 6 -10 katiye diyechi,0.0,0.0,0.0,0.0,0.0,0.0
6512,tora to bostite thakos er jonno eisob video banaitasos,0.0,0.0,0.0,0.0,1.0,1.0
6513,salar bodai silmaira deo sobai,0.0,0.0,0.0,0.0,0.0,0.0
6514,sorar bassa,1.0,1.0,0.0,0.0,1.0,0.0
6515,উপরে ফোন নাম্বার,0.0,0.0,0.0,0.0,0.0,0.0
6516,নাইচ 🥰🥰🥰🥰,0.0,0.0,0.0,0.0,0.0,0.0
6517,কুএার বাচ্চারে রাত ৩ টা বকা দেয়া লাগে,1.0,0.0,0.0,0.0,1.0,0.0
6518,এই রকম টিকটকারের কারণে মাঝে মাঝে বাংলাদেশে টিক টক বন্ধ করার হুমকি দেয় 🥺🥺😳😳,0.0,0.0,0.0,1.0,0.0,0.0
6519,এই সব হুজুর নামে কলঙ্ক 😏😏,0.0,0.0,0.0,0.0,1.0,1.0
6520,right,0.0,0.0,0.0,0.0,0.0,0.0
6521,অরেএএএ মাধারচুদ😂😂😂,1.0,0.0,1.0,0.0,1.0,0.0
6522,কোরআন হাদিস এর বাণী শেষ জামানায় এইরকম হবে ভাই,0.0,0.0,0.0,0.0,0.0,0.0
6523,কে কে নাচ দেখতে আসছ😂😂,1.0,0.0,0.0,0.0,0.0,0.0
6524,পুতুল নাকি বাবা বিশ্বাসই করিনি ২০বার দেখছি তাও পুতুলই মনে হচ্ছে,0.0,0.0,0.0,0.0,0.0,0.0
6525,আর একটু তুলো ভালো করে দেখি,0.0,0.0,1.0,0.0,1.0,0.0
6526,wow same barbidoll🥰,0.0,0.0,0.0,0.0,0.0,0.0
6527,"আওমিলিগ তো হিজলার সাতে হেরে জায়, আর কাকে নিয়া কথা বলো।",0.0,0.0,0.0,0.0,1.0,1.0
6528,"Nijeder g.... kachidia farbo tate problem nai, ei kajtai korta onno ekjon sadharon lok dekhta ei kodiner moddei deshe ene bichar kore jabot jibon karadondo dia dito",1.0,1.0,0.0,0.0,0.0,0.0
6529,Ek shomoye amio bujhaitam nijeke nah bisshash e shob????????,0.0,0.0,0.0,0.0,0.0,0.0
6530,asole sariter dam 1500 ordhek lose khaice sure....ora jane 5000 blle 3000 hzr blbe r 3000 blle 1500,0.0,0.0,0.0,0.0,0.0,0.0
6531,"আমাদের স্বপ্ন ভাঙ্গছে,আবার জোড়া ও লাগছে। আপনারা আবার মাঝখান থেকে কাটা গায়ে নুনের ছিঁটা দিলেন কোন দুঃখে?",0.0,0.0,0.0,0.0,0.0,0.0
6532,sani lion asber thake soto gune vlo.,0.0,0.0,0.0,0.0,0.0,0.0
6533,"HSC pass korte 22 bar  xm diya,,aber English marai,,,falto,",1.0,0.0,0.0,0.0,1.0,0.0
6534,xd. ccccccccc,0.0,0.0,0.0,0.0,0.0,0.0
6535,আরে ৫টা লাগা বুকটা নেমে গেছে,1.0,0.0,1.0,0.0,0.0,0.0
6536,আরে আপু সেই লাগতেছে,0.0,0.0,0.0,0.0,0.0,0.0
6537,এই গরুড় দাম কত,0.0,0.0,0.0,0.0,1.0,0.0
6538,একেই বলে মশা মারতে কমানের ব্যবহার,1.0,0.0,0.0,0.0,0.0,0.0
6539,আমার আইডি ফিউজ হয়ে আছে প্লিজ প্লিজ প্লিজ সাপট করলে সাপট পাবেন সাতে সাতে 🥰্,0.0,0.0,0.0,0.0,0.0,0.0
6540,"where is the Sunny Leion lover?😁😁
like this",0.0,0.0,0.0,0.0,0.0,0.0
6541,আমার ক্রস 😝,0.0,0.0,0.0,0.0,0.0,0.0
6542,নতুন ইউজার সাপোর্ট করবে প্লিজ,0.0,0.0,0.0,0.0,0.0,0.0
6543,tui asoley akta noti marka😏😏,1.0,0.0,0.0,0.0,1.0,0.0
